0,0.01,0,835.4,25.0049,-10.8244,0.0102849,8.37119,-18.8485,0.0013548,25.866,-17.8426,0.000421666,35.4726,-17.9885,0.00142565,-2.08184,25.0329,-4.06914,0.214495,10.1822,45.6909,-13.8693,0.152263,13.2055,42.7171,-11.9046,0.276268,13.6764,0.756788,9.29927
0,0.01,0,835.4,25.0049,-10.8244,0.0102849,8.37119,-18.8485,0.0013548,25.866,-17.8426,0.000421666,35.4726,-17.9885,0.00142565,-2.08184,25.0329,-4.06914,0.214495,10.1822,45.6909,-13.8693,0.152263,13.2055,42.7171,-11.9046,0.276268,13.6764,0.756788,9.29927
0,0.01,0,835.4,25.0049,-10.8244,0.0102849,8.37119,-18.8485,0.0013548,25.866,-17.8426,0.000421666,35.4726,-17.9885,0.00142565,-2.08184,25.0329,-4.06914,0.214495,10.1822,45.6909,-13.8693,0.152263,13.2055,42.7171,-11.9046,0.276268,13.6764,0.756788,9.29927
0,0.01,0,835.4,25.0049,-10.8244,0.0102849,8.37119,-18.8485,0.0013548,25.866,-17.8426,0.000421666,35.4726,-17.9885,0.00142565,-2.08184,25.0329,-4.06914,0.214495,10.1822,45.6909,-13.8693,0.152263,13.2055,42.7171,-11.9046,0.276268,13.6764,0.756788,9.29927
0,0.01,0,835.4,25.0049,-10.8244,0.0102849,8.37119,-18.8485,0.0013548,25.866,-17.8426,0.000421666,35.4726,-17.9885,0.00142565,-2.08184,25.0329,-4.06914,0.214495,10.1822,45.6909,-13.8693,0.152263,13.2055,42.7171,-11.9046,0.276268,13.6764,0.756788,9.29927
0,0.01,0,835.4,25.0049,-10.8244,0.0102849,8.37119,-18.8485,0.0013548,25.866,-17.8426,0.000421666,35.4726,-17.9885,0.00142565,-2.08184,25.0329,-4.06914,0.214495,10.1822,45.6909,-13.8693,0.152263,13.2055,42.7171,-11.9046,0.276268,13.6764,0.756788,9.29927
0,0.01,0,835.4,25.0049,-10.8244,0.0102849,8.37119,-18.8485,0.0013548,25.866,-17.8426,0.000421666,35.4726,-17.9885,0.00142565,-2.08184,25.0329,-4.06914,0.214495,10.1822,45.6909,-13.8693,0.152263,13.2055,42.7171,-11.9046,0.276268,13.6764,0.756788,9.29927
0,0.01,0,835.4,25.0049,-10.8244,0.0102849,8.37119,-18.8485,0.0013548,25.866,-17.8426,0.000421666,35.4726,-17.9885,0.00142565,-2.08184,25.0329,-4.06914,0.214495,10.1822,45.6909,-13.8693,0.152263,13.2055,42.7171,-11.9046,0.276268,13.6764,0.756788,9.29927
0,0.01,0,835.4,25.0049,-10.8244,0.0102849,8.37119,-18.8485,0.0013548,25.866,-17.8426,0.000421666,35.4726,-17.9885,0.00142565,-2.08184,25.0329,-4.06914,0.214495,10.1822,45.6909,-13.8693,0.152263,13.2055,42.7171,-11.9046,0.276268,13.6764,0.756788,9.29927
0,0.01,0,835.4,25.0049,-10.8244,0.0102849,8.37119,-18.8485,0.0013548,25.866,-17.8426,0.000421666,35.4726,-17.9885,0.00142565,-2.08184,25.0329,-4.06914,0.214495,10.1822,45.6909,-13.8693,0.152263,13.2055,42.7171,-11.9046,0.276268,13.6764,0.756788,9.29927
